subject_id,record_stem,session_id,activity,window_start,window_end,window_mid,rgb_true_hazard,gate_open,gate_open_raw,smoothed_log_likelihood,smoothed_anomaly_score,image_full_path,has_rgb_frame
s06,06_3,session03,using handheld smart devices,305.0,310.0,307.5,0,1,0,-6.78003163846747,6.78003163846747,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Using handheld smart devices/camera_1_fps_15/06_3_01038.jpg,1
s06,06_3,session03,using handheld smart devices,305.0,310.0,307.5,0,0,0,-6.539045392544236,6.539045392544236,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Using handheld smart devices/camera_1_fps_15/06_3_01038.jpg,1
s06,06_3,session03,making a salad,305.0,310.0,307.5,0,0,0,-4.1489446076675724,4.1489446076675724,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Making a salad/camera_1_fps_15/06_3_04612.jpg,1
s06,06_3,session03,making a salad,307.5,312.5,310.0,0,0,0,-6.200272657913,6.200272657913,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Making a salad/camera_1_fps_15/06_3_04650.jpg,1
s06,06_3,session03,making a salad,307.5,312.5,310.0,0,0,0,-4.083435307268137,4.083435307268137,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Making a salad/camera_1_fps_15/06_3_04650.jpg,1
s06,06_3,session03,using handheld smart devices,307.5,312.5,310.0,0,0,0,-6.163438268218582,6.163438268218582,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Using handheld smart devices/camera_1_fps_15/06_3_01038.jpg,1
s06,06_3,session03,using handheld smart devices,307.5,312.5,310.0,0,0,0,-6.450482368303341,6.450482368303341,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Using handheld smart devices/camera_1_fps_15/06_3_01038.jpg,1
s06,06_3,session03,using handheld smart devices,307.5,312.5,310.0,0,0,0,-6.444132623152396,6.444132623152396,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Using handheld smart devices/camera_1_fps_15/06_3_01038.jpg,1
s06,06_3,session03,making a salad,307.5,312.5,310.0,0,0,0,-6.920848881023818,6.920848881023818,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Making a salad/camera_1_fps_15/06_3_04650.jpg,1
s06,06_3,session03,making a salad,310.0,315.0,312.5,0,0,0,-4.584382959039592,4.584382959039592,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Making a salad/camera_1_fps_15/06_3_04688.jpg,1
s06,06_3,session03,using handheld smart devices,310.0,315.0,312.5,0,0,0,-4.584679059263611,4.584679059263611,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Using handheld smart devices/camera_1_fps_15/06_3_01038.jpg,1
s06,06_3,session03,using handheld smart devices,310.0,315.0,312.5,0,0,0,-4.649396465111243,4.649396465111243,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Using handheld smart devices/camera_1_fps_15/06_3_01038.jpg,1
s06,06_3,session03,using handheld smart devices,310.0,315.0,312.5,0,0,0,-6.796943947932809,6.796943947932809,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Using handheld smart devices/camera_1_fps_15/06_3_01038.jpg,1
s06,06_3,session03,making a salad,310.0,315.0,312.5,0,1,1,-8.838240477871663,8.838240477871663,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Making a salad/camera_1_fps_15/06_3_04688.jpg,1
s06,06_3,session03,making a salad,310.0,315.0,312.5,0,1,1,-8.77885912895683,8.77885912895683,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Making a salad/camera_1_fps_15/06_3_04688.jpg,1
s06,06_3,session03,making a salad,312.5,317.5,315.0,0,1,1,-9.203716975295231,9.203716975295231,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Making a salad/camera_1_fps_15/06_3_04725.jpg,1
s06,06_3,session03,using handheld smart devices,312.5,317.5,315.0,0,1,1,-9.265493511692343,9.265493511692343,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Using handheld smart devices/camera_1_fps_15/06_3_01038.jpg,1
s06,06_3,session03,using handheld smart devices,312.5,317.5,315.0,0,1,0,-6.7113007838962915,6.7113007838962915,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Using handheld smart devices/camera_1_fps_15/06_3_01038.jpg,1
s06,06_3,session03,making a salad,312.5,317.5,315.0,0,0,0,-4.124057499721958,4.124057499721958,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Making a salad/camera_1_fps_15/06_3_04725.jpg,1
s06,06_3,session03,making a salad,312.5,317.5,315.0,0,0,0,-4.043131939961274,4.043131939961274,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Making a salad/camera_1_fps_15/06_3_04725.jpg,1
s06,06_3,session03,using handheld smart devices,312.5,317.5,315.0,0,0,0,-7.100274892800051,7.100274892800051,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Using handheld smart devices/camera_1_fps_15/06_3_01038.jpg,1
s06,06_3,session03,using handheld smart devices,315.0,320.0,317.5,0,0,0,-7.1033967126576485,7.1033967126576485,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Using handheld smart devices/camera_1_fps_15/06_3_01038.jpg,1
s06,06_3,session03,using handheld smart devices,315.0,320.0,317.5,0,1,1,-8.17723491965807,8.17723491965807,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Using handheld smart devices/camera_1_fps_15/06_3_01038.jpg,1
s06,06_3,session03,using handheld smart devices,315.0,320.0,317.5,0,1,0,-7.269004103927469,7.269004103927469,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Using handheld smart devices/camera_1_fps_15/06_3_01038.jpg,1
s06,06_3,session03,making a salad,315.0,320.0,317.5,0,0,0,-7.263645950432392,7.263645950432392,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Making a salad/camera_1_fps_15/06_3_04762.jpg,1
s06,06_3,session03,making a salad,315.0,320.0,317.5,0,0,0,-6.208172205616637,6.208172205616637,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Making a salad/camera_1_fps_15/06_3_04762.jpg,1
s06,06_3,session03,making a salad,315.0,320.0,317.5,0,0,0,-6.616641346438773,6.616641346438773,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Making a salad/camera_1_fps_15/06_3_04762.jpg,1
s06,06_3,session03,making a salad,317.5,322.5,320.0,0,0,0,-6.6473138334693,6.6473138334693,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Making a salad/camera_1_fps_15/06_3_04800.jpg,1
s06,06_3,session03,making a salad,317.5,322.5,320.0,0,0,0,-6.723594804885226,6.723594804885226,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Making a salad/camera_1_fps_15/06_3_04800.jpg,1
s06,06_3,session03,making a salad,317.5,322.5,320.0,0,0,0,-6.708063608930253,6.708063608930253,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Making a salad/camera_1_fps_15/06_3_04800.jpg,1
s06,06_3,session03,making a salad,320.0,325.0,322.5,0,1,1,-8.755101551346165,8.755101551346165,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Making a salad/camera_1_fps_15/06_3_04838.jpg,1
s06,06_3,session03,making a salad,320.0,325.0,322.5,0,1,0,-6.687452734125859,6.687452734125859,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Making a salad/camera_1_fps_15/06_3_04838.jpg,1
s06,06_3,session03,making a salad,320.0,325.0,322.5,0,0,0,-6.756094973679391,6.756094973679391,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Making a salad/camera_1_fps_15/06_3_04838.jpg,1
s06,06_3,session03,making a salad,322.5,327.5,325.0,0,0,0,-7.254649306194545,7.254649306194545,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Making a salad/camera_1_fps_15/06_3_04875.jpg,1
s06,06_3,session03,making a salad,322.5,327.5,325.0,0,1,1,-9.240973081301966,9.240973081301966,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Making a salad/camera_1_fps_15/06_3_04875.jpg,1
s06,06_3,session03,making a salad,322.5,327.5,325.0,0,1,0,-6.658119731129026,6.658119731129026,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Making a salad/camera_1_fps_15/06_3_04875.jpg,1
s06,06_3,session03,making a salad,325.0,330.0,327.5,0,0,0,-4.103137482956006,4.103137482956006,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Making a salad/camera_1_fps_15/06_3_04912.jpg,1
s06,06_3,session03,making a salad,325.0,330.0,327.5,0,0,0,-4.080818497456752,4.080818497456752,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Making a salad/camera_1_fps_15/06_3_04912.jpg,1
s06,06_3,session03,making a salad,325.0,330.0,327.5,0,0,0,-6.644138262955489,6.644138262955489,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Making a salad/camera_1_fps_15/06_3_04912.jpg,1
s06,06_3,session03,making a salad,327.5,332.5,330.0,0,0,0,-6.6402332016795995,6.6402332016795995,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Making a salad/camera_1_fps_15/06_3_04950.jpg,1
s06,06_3,session03,making a salad,327.5,332.5,330.0,0,0,0,-7.158651831020769,7.158651831020769,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Making a salad/camera_1_fps_15/06_3_04950.jpg,1
s06,06_3,session03,making a salad,327.5,332.5,330.0,0,0,0,-6.598099778157876,6.598099778157876,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Making a salad/camera_1_fps_15/06_3_04950.jpg,1
s06,06_3,session03,making a salad,330.0,335.0,332.5,0,1,1,-9.069704816883153,9.069704816883153,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Making a salad/camera_1_fps_15/06_3_04988.jpg,1
s06,06_3,session03,making a salad,330.0,335.0,332.5,0,1,0,-6.536018557734631,6.536018557734631,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Making a salad/camera_1_fps_15/06_3_04988.jpg,1
s06,06_3,session03,making a salad,330.0,335.0,332.5,0,0,0,-6.536371255171794,6.536371255171794,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Making a salad/camera_1_fps_15/06_3_04988.jpg,1
s06,06_3,session03,misc,332.5,337.5,335.0,0,0,0,-4.058991902292854,4.058991902292854,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Misc/camera_1_fps_15/06_3_01452.jpg,1
s06,06_3,session03,misc,332.5,337.5,335.0,0,0,0,-7.100920743034649,7.100920743034649,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Misc/camera_1_fps_15/06_3_01452.jpg,1
s06,06_3,session03,misc,332.5,337.5,335.0,0,0,0,-7.7248409944463825,7.7248409944463825,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Misc/camera_1_fps_15/06_3_01452.jpg,1
s06,06_3,session03,making a salad,332.5,337.5,335.0,0,0,0,-7.7422832167151965,7.7422832167151965,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Making a salad/camera_1_fps_15/06_3_05025.jpg,1
s06,06_3,session03,making a salad,332.5,337.5,335.0,0,0,0,-6.781268189557825,6.781268189557825,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Making a salad/camera_1_fps_15/06_3_05025.jpg,1
s06,06_3,session03,making a salad,332.5,337.5,335.0,0,0,0,-6.62321105068708,6.62321105068708,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Making a salad/camera_1_fps_15/06_3_05025.jpg,1
s06,06_3,session03,making a salad,335.0,340.0,337.5,0,1,1,-9.155917043000843,9.155917043000843,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Making a salad/camera_1_fps_15/06_3_05062.jpg,1
s06,06_3,session03,misc,335.0,340.0,337.5,0,1,1,-9.68631920585451,9.68631920585451,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Misc/camera_1_fps_15/06_3_01452.jpg,1
s06,06_3,session03,making a salad,335.0,340.0,337.5,0,1,1,-9.290204287520766,9.290204287520766,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Making a salad/camera_1_fps_15/06_3_05062.jpg,1
s06,06_3,session03,making a salad,335.0,340.0,337.5,0,1,0,-6.761583350119552,6.761583350119552,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Making a salad/camera_1_fps_15/06_3_05062.jpg,1
s06,06_3,session03,misc,335.0,340.0,337.5,0,0,0,-7.015596891814558,7.015596891814558,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Misc/camera_1_fps_15/06_3_01452.jpg,1
s06,06_3,session03,misc,335.0,340.0,337.5,0,0,0,-4.921068867587524,4.921068867587524,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Misc/camera_1_fps_15/06_3_01452.jpg,1
s06,06_3,session03,making a salad,337.5,342.5,340.0,0,0,0,-7.4471259448103595,7.4471259448103595,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Making a salad/camera_1_fps_15/06_3_05100.jpg,1
s06,06_3,session03,making a salad,337.5,342.5,340.0,0,0,0,-6.672910938835344,6.672910938835344,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Making a salad/camera_1_fps_15/06_3_05100.jpg,1
s06,06_3,session03,misc,337.5,342.5,340.0,0,1,1,-9.50599927510342,9.50599927510342,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Misc/camera_1_fps_15/06_3_01452.jpg,1
s06,06_3,session03,making a salad,337.5,342.5,340.0,0,1,0,-6.976560224693564,6.976560224693564,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Making a salad/camera_1_fps_15/06_3_05100.jpg,1
s06,06_3,session03,misc,337.5,342.5,340.0,0,0,0,-4.8910916266899,4.8910916266899,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Misc/camera_1_fps_15/06_3_01452.jpg,1
s06,06_3,session03,misc,337.5,342.5,340.0,0,0,0,-4.626361557193117,4.626361557193117,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Misc/camera_1_fps_15/06_3_01452.jpg,1
s06,06_3,session03,misc,340.0,345.0,342.5,0,0,0,-7.148537357773307,7.148537357773307,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Misc/camera_1_fps_15/06_3_01452.jpg,1
s06,06_3,session03,misc,340.0,345.0,342.5,0,0,0,-7.144699144826475,7.144699144826475,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Misc/camera_1_fps_15/06_3_01452.jpg,1
s06,06_3,session03,making a salad,340.0,345.0,342.5,0,0,0,-7.133980743395469,7.133980743395469,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Making a salad/camera_1_fps_15/06_3_05138.jpg,1
s06,06_3,session03,making a salad,340.0,345.0,342.5,0,0,0,-6.653707117433638,6.653707117433638,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Making a salad/camera_1_fps_15/06_3_05138.jpg,1
s06,06_3,session03,making a salad,340.0,345.0,342.5,0,0,0,-6.663404212802809,6.663404212802809,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Making a salad/camera_1_fps_15/06_3_05138.jpg,1
s06,06_3,session03,misc,340.0,345.0,342.5,0,0,0,-7.012407455090096,7.012407455090096,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Misc/camera_1_fps_15/06_3_01452.jpg,1
s06,06_3,session03,misc,342.5,347.5,345.0,0,0,0,-4.946337861452372,4.946337861452372,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Misc/camera_1_fps_15/06_3_01452.jpg,1
s06,06_3,session03,making a salad,342.5,347.5,345.0,0,0,0,-6.947886081396706,6.947886081396706,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Making a salad/camera_1_fps_15/06_3_05175.jpg,1
s06,06_3,session03,making a salad,342.5,347.5,345.0,0,0,0,-4.0382924931189805,4.0382924931189805,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Making a salad/camera_1_fps_15/06_3_05175.jpg,1
s06,06_3,session03,making a salad,342.5,347.5,345.0,0,0,0,-6.599616570501827,6.599616570501827,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Making a salad/camera_1_fps_15/06_3_05175.jpg,1
s06,06_3,session03,misc,342.5,347.5,345.0,0,0,0,-7.585387333516245,7.585387333516245,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Misc/camera_1_fps_15/06_3_01452.jpg,1
s06,06_3,session03,misc,342.5,347.5,345.0,0,1,1,-10.133010760856273,10.133010760856273,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Misc/camera_1_fps_15/06_3_01452.jpg,1
s06,06_3,session03,misc,345.0,350.0,347.5,0,1,1,-10.135671982360105,10.135671982360105,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Misc/camera_1_fps_15/06_3_01452.jpg,1
s06,06_3,session03,making a salad,345.0,350.0,347.5,0,1,1,-9.522977788627937,9.522977788627937,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Making a salad/camera_1_fps_15/06_3_05212.jpg,1
s06,06_3,session03,making a salad,345.0,350.0,347.5,0,1,1,-8.926260476856317,8.926260476856317,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Making a salad/camera_1_fps_15/06_3_05212.jpg,1
s06,06_3,session03,making a salad,345.0,350.0,347.5,0,1,0,-6.381089488527729,6.381089488527729,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Making a salad/camera_1_fps_15/06_3_05212.jpg,1
s06,06_3,session03,misc,345.0,350.0,347.5,0,0,0,-7.106313175445226,7.106313175445226,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Misc/camera_1_fps_15/06_3_01452.jpg,1
s06,06_3,session03,misc,345.0,350.0,347.5,0,0,0,-5.144230319135907,5.144230319135907,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Misc/camera_1_fps_15/06_3_01452.jpg,1
s06,06_3,session03,misc,347.5,352.5,350.0,0,0,0,-5.137368688361766,5.137368688361766,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Misc/camera_1_fps_15/06_3_01452.jpg,1
s06,06_3,session03,making a salad,347.5,352.5,350.0,0,0,0,-4.1176037147979665,4.1176037147979665,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Making a salad/camera_1_fps_15/06_3_05250.jpg,1
s06,06_3,session03,misc,347.5,352.5,350.0,0,0,0,-7.245497083615864,7.245497083615864,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Misc/camera_1_fps_15/06_3_01452.jpg,1
s06,06_3,session03,making a salad,347.5,352.5,350.0,0,1,1,-9.220070132502242,9.220070132502242,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Making a salad/camera_1_fps_15/06_3_05250.jpg,1
s06,06_3,session03,making a salad,347.5,352.5,350.0,0,1,0,-7.134817800103847,7.134817800103847,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Making a salad/camera_1_fps_15/06_3_05250.jpg,1
s06,06_3,session03,misc,347.5,352.5,350.0,0,0,0,-6.51582338911174,6.51582338911174,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Misc/camera_1_fps_15/06_3_01452.jpg,1
s06,06_3,session03,making a salad,350.0,355.0,352.5,0,0,0,-6.919343286464808,6.919343286464808,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Making a salad/camera_1_fps_15/06_3_05288.jpg,1
s06,06_3,session03,misc,350.0,355.0,352.5,0,0,0,-6.921297404042318,6.921297404042318,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Misc/camera_1_fps_15/06_3_01452.jpg,1
s06,06_3,session03,misc,350.0,355.0,352.5,0,0,0,-6.706605271091966,6.706605271091966,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Misc/camera_1_fps_15/06_3_01452.jpg,1
s06,06_3,session03,misc,350.0,355.0,352.5,0,0,0,-6.821604371390926,6.821604371390926,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Misc/camera_1_fps_15/06_3_01452.jpg,1
s06,06_3,session03,making a salad,350.0,355.0,352.5,0,1,1,-9.141363085023793,9.141363085023793,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Making a salad/camera_1_fps_15/06_3_05288.jpg,1
s06,06_3,session03,making a salad,350.0,355.0,352.5,0,1,0,-6.855096150751124,6.855096150751124,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Making a salad/camera_1_fps_15/06_3_05288.jpg,1
s06,06_3,session03,making a salad,352.5,357.5,355.0,0,0,0,-6.670594602212284,6.670594602212284,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Making a salad/camera_1_fps_15/06_3_05325.jpg,1
s06,06_3,session03,misc,352.5,357.5,355.0,0,0,0,-4.354092805307812,4.354092805307812,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Misc/camera_1_fps_15/06_3_01452.jpg,1
s06,06_3,session03,making a salad,352.5,357.5,355.0,0,0,0,-6.649429316347789,6.649429316347789,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Making a salad/camera_1_fps_15/06_3_05325.jpg,1
s06,06_3,session03,making a salad,352.5,357.5,355.0,0,0,0,-4.342090622117955,4.342090622117955,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Making a salad/camera_1_fps_15/06_3_05325.jpg,1
s06,06_3,session03,misc,352.5,357.5,355.0,0,0,0,-6.88642477930739,6.88642477930739,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Misc/camera_1_fps_15/06_3_01452.jpg,1
s06,06_3,session03,misc,352.5,357.5,355.0,0,0,0,-7.130899820258271,7.130899820258271,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Misc/camera_1_fps_15/06_3_01452.jpg,1
s06,06_3,session03,misc,355.0,360.0,357.5,0,1,1,-10.049846873806542,10.049846873806542,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Misc/camera_1_fps_15/06_3_01452.jpg,1
s06,06_3,session03,making a salad,355.0,360.0,357.5,0,1,1,-9.450453216143787,9.450453216143787,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Making a salad/camera_1_fps_15/06_3_05362.jpg,1
s06,06_3,session03,misc,355.0,360.0,357.5,0,1,1,-9.421612008583333,9.421612008583333,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Misc/camera_1_fps_15/06_3_01452.jpg,1
s06,06_3,session03,making a salad,355.0,360.0,357.5,0,1,1,-9.041333023769965,9.041333023769965,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Making a salad/camera_1_fps_15/06_3_05362.jpg,1
s06,06_3,session03,making a salad,355.0,360.0,357.5,0,1,0,-7.091183769670138,7.091183769670138,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Making a salad/camera_1_fps_15/06_3_05362.jpg,1
s06,06_3,session03,misc,355.0,360.0,357.5,0,0,0,-4.632571090969344,4.632571090969344,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Misc/camera_1_fps_15/06_3_01452.jpg,1
s06,06_3,session03,making a salad,357.5,362.5,360.0,0,0,0,-2.1187617609631326,2.1187617609631326,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Making a salad/camera_1_fps_15/06_3_05400.jpg,1
s06,06_3,session03,making a salad,357.5,362.5,360.0,0,0,0,-4.697364314264742,4.697364314264742,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Making a salad/camera_1_fps_15/06_3_05400.jpg,1
s06,06_3,session03,making a salad,357.5,362.5,360.0,0,0,0,-6.646410826107297,6.646410826107297,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Making a salad/camera_1_fps_15/06_3_05400.jpg,1
s06,06_3,session03,making a salad,360.0,365.0,362.5,0,1,1,-8.64244891897055,8.64244891897055,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Making a salad/camera_1_fps_15/06_3_05438.jpg,1
s06,06_3,session03,making a salad,360.0,365.0,362.5,0,1,0,-6.059443138844923,6.059443138844923,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Making a salad/camera_1_fps_15/06_3_05438.jpg,1
s06,06_3,session03,making a salad,360.0,365.0,362.5,0,0,0,-6.588767741935452,6.588767741935452,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Making a salad/camera_1_fps_15/06_3_05438.jpg,1
s06,06_3,session03,making a salad,362.5,367.5,365.0,0,0,0,-6.6224929364080936,6.6224929364080936,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Making a salad/camera_1_fps_15/06_3_05475.jpg,1
